# 결정 칸에 셋 중 하나를 적으세요 — 후보는 참고일 뿐 고를 필요 없습니다
#   재료명   우리 사전(525종)에 있는 이름. 예) 매실액 → 매실청
#   X        재료가 아님 (도구·용기·소모품)
#   NEW      사전에 없는 새 재료. 예) 물 · 밥 · 육수
# 양념/식재료 같은 분류는 적지 않습니다 — 역할은 P4 가 자동 판정합니다
# 쓸 수 있는 이름 목록:  bench/out/dictionary.tsv
순위	빈도	누적%	표현	결정	후보1	후보2	후보3	비고
1063	9	59.9	불닭볶음면소스		닭볶음탕용닭	닭봉	닭발	
1064	9	59.9	스팸 작은캔		스팸	검은콩	감자	
1065	9	60.0	깨순		채수	순무	죽순	
1066	9	60.0	다진 청고추		다진파	다진마늘	다진생강	
1067	9	60.0	양파 큰 것		양파	적양파	양파가루	
1068	9	60.0	김자		김	감자	쌈장	
1069	9	60.0	발효 버터		족발	닭발	발아현미	
1070	9	60.0	파마산가루		파마산치즈	메밀가루	고춧가루	
1071	9	60.0	미니 단호박		늙은호박	애호박	호박씨	
1072	9	60.0	깻잎 4묶음		깻잎	닭볶음탕용닭	얼음	
1073	9	60.0	코코아분말		코코아파우더	코코넛	군만두	
1074	9	60.0	다진부추		다진파	다진마늘	다진생강	
1075	9	60.1	백련초가루		노가리	메밀가루	고춧가루	
1076	9	60.1	호밀식빵		도미	메밀	식초	
1077	9	60.1	닭가슴살캔		닭가슴살	닭고기	닭다리살	
1078	9	60.1	물 2머그컵		물	물엿	찬물	
1079	9	60.1	황태머리		황태	황태채	명태	
1080	9	60.1	깨가루		메밀가루	고춧가루	통밀가루	
1081	9	60.1	크린베리		그린빈	생크림	크림치즈	
1082	9	60.1	국수장국		청국장	칼국수면	쌀국수면	
1083	9	60.1	오미자청		유자청	피자치즈	도미	
1084	9	60.1	홍게간장		두반장	된장	춘장	
1085	9	60.2	라임즙		라임	타임	슬라이스햄	
1086	9	60.2	카카오닙스		마카로니	화자오	랍스터	
1087	9	60.2	소고기 안심		소고기	불고기용소고기	소고기다시다	
1088	9	60.2	요리엿		미역	물엿	시리얼	
1089	9	60.2	체다 슬라이스치즈		슬라이스햄	체다치즈	라이스페이퍼	
1090	9	60.2	다시마 손바닥크기		다시마	다시다	소고기다시다	
1091	9	60.2	냉동해물		냉이	동태	냉수	
1092	9	60.2	호밀가루		쌀가루	마늘가루	찹쌀가루	
1093	9	60.2	다시마 5x5cm		다시마	다시다	소고기다시다	
1094	9	60.3	멸치 멸치볶음		멸치	잔멸치	멸치육수	
1095	9	60.3	파프리카파우더		파프리카	파프리카가루	코코아파우더	
1096	9	60.3	사각오뎅		사각어묵	사과	청각	
1097	9	60.3	마늘 1술		마늘	마늘종	마늘가루	
1098	9	60.3	파프리카 파우더		파프리카	파프리카가루	코코아파우더	
1099	9	60.3	채썬 대파		근대	토란대	번데기	
1100	9	60.3	다시마 우린 물		다시마	다시다	소고기다시다	
1101	9	60.3	들기름 2술		들기름	참기름	고추기름	
1102	9	60.3	고구마 작은거		고구마	고구마전분	고구마순	
1103	9	60.3	가쓰오부시장국		가쓰오부시	청국장	기장	
1104	9	60.4	마른 홍고추		청양고추	풋고추	건고추	
1105	9	60.4	소고기 장조림용		소고기	소고기다짐육	불고기용소고기	
1106	9	60.4	조갯살		키조개	맛살	모시조개	
1107	9	60.4	소금간		소금	맛소금	꽃소금	
1108	9	60.4	자른 미역		현미	미원	끓는물	
1109	9	60.4	생밤		생수	생강	매생이	
1110	9	60.4	베이크드빈스		베이컨	베이킹소다	베이킹파우더	
1111	9	60.4	샐러드야채		셀러리	레드와인		
1112	9	60.4	씨리얼		시리얼	미림	얼음	
1113	9	60.4	고춧잎		고춧가루	깻잎	홍고추	
1114	9	60.5	맵쌀		찹쌀떡	찹쌀가루	쌀가루	
1115	8	60.5	찐계란		토란	토란대	명란젓	
1116	8	60.5	주방나이프		강낭콩	창난젓	라이스페이퍼	
1117	8	60.5	무즙		단무지	레몬즙	생강즙	
1118	8	60.5	소금 선택		소금	맛소금	꽃소금	
1119	8	60.5	깻순		순무	깻잎	죽순	
1120	8	60.5	쪽파 송송		쪽파	양송이버섯	파슬리	
1121	8	60.5	연와사비		연어	연유	연어캔	
1122	8	60.5	멸치다시마티백		멸치다시팩	다시마	멸치	
1123	8	60.5	크래미맛살		크래커	맛술	맛소금	
1124	8	60.6	무청시래기		청어	조청	청주	
1125	8	60.6	빨강		팔각	쌀가루	찹쌀가루	
1126	8	60.6	요리 당		당근	당면	다시다	
1127	8	60.6	단단한 두부		만두	단호박	물만두	
1128	8	60.6	깐 메추리알		원추리	날치알	또띠아	
1129	8	60.6	생강맛술		생강	생강즙	다진생강	
1130	8	60.6	비타민채소		비트	채수	민어	
1131	8	60.6	쪽파 or대파		쪽파	대파		
1132	8	60.6	모둠어묵		호두	노두유	청포묵	
1133	8	60.6	머쉬마루 버섯		팽이버섯	목이버섯	송이버섯	
1134	8	60.6	샐러드 야채		셀러리	레드와인		
1135	8	60.7	살치살		갈치	날치알	가브리살	
1136	8	60.7	굵은멸치		굵은소금	굵은고춧가루	멸치육수	
1137	8	60.7	체다 슬라이스 치즈		슬라이스햄	체다치즈	라이스페이퍼	
1138	8	60.7	설탕 A		설탕	흑설탕	황설탕	
1139	8	60.7	그라인드후추		라임	파인애플	레몬그라스	
1140	8	60.7	박력밀가루		박력분	쌀가루	마늘가루	
1141	8	60.7	민트잎		민트	민어	큐민	
1142	8	60.7	양파 작		양파	적양파	양파가루	
1143	8	60.7	도시락 김		총각김치	바지락	백김치	
1144	8	60.7	채썬 당근		근대	망고	연근	
1145	8	60.7	그래놀라		카놀라유	루꼴라	콜리플라워	
1146	8	60.8	햄프씨드		치아씨드	햄	돼지등심	
1147	8	60.8	치킨육수		치킨스톡	사골육수	멸치육수	
1148	8	60.8	물 600ml		물	물엿	찬물	
1149	8	60.8	양파 반개		양파	적양파	양파가루	
1150	8	60.8	오이맛고추		오이	오이지	백오이	
1151	8	60.8	대파 고명용		대파	닭볶음탕용닭	명태	
1152	8	60.8	노란색 파프리카		파프리카가루	토란	토란대	
1153	8	60.8	다진땅콩		다진파	강낭콩	다진마늘	
1154	8	60.8	당근 작은거		당근	달걀노른자	굵은고춧가루	
1155	8	60.8	꽃새우		새우젓	꽃소금	꽃게	
1156	8	60.8	완숙 토마토		토마토홀	토마토페이스트	대추방울토마토	
1157	8	60.9	굵은후춧가루		굵은고춧가루	고운고춧가루	굵은소금	
1158	8	60.9	포두부		포도	호두	노두유	
1159	8	60.9	수제소시지		모시조개	오이지	콩비지	
1160	8	60.9	무가당 코코아가루		코코아파우더	땅콩	코코넛	
1161	8	60.9	b.p					
1162	8	60.9	훈제닭가슴살		훈제오리	닭고기	닭다리살	
1163	8	60.9	찐 단호박		늙은호박	애호박	호박씨	
1164	8	60.9	대파 썬 것		대파	건고추	전갱이	
1165	8	60.9	오징어다리		오징어	오징어채	갑오징어	
1166	8	60.9	바닐라아이스크림		슬라이스햄	슬라이스치즈	라이스페이퍼	
1167	8	60.9	노추		홍고추	풋고추	건고추	
1168	8	61.0	해물		물엿	물만두	국물용멸치	
1169	8	61.0	바닐라 오일		오이	코코넛오일	오이지	
1170	8	61.0	송송썬대파		양송이버섯	근대	토란대	
1171	8	61.0	사과주스		사과	사과식초	사각어묵	
1172	8	61.0	빨강피망		팔각	쌀가루	찹쌀가루	
1173	8	61.0	다진 단무지		다진파	다진마늘	다진생강	
1174	8	61.0	파래김		파래	시래기	파김치	
1175	8	61.0	멸치국물		국물용멸치	멸치	잔멸치	
1176	8	61.0	자반고등어		소등심	광어	병어	
1177	8	61.0	바닐라 에센스		카놀라유	콜리플라워	슬라이스햄	
1178	8	61.0	작은 감자		감자전분	쌈장	굵은고춧가루	
1179	8	61.1	다진 견과류		다진파	다진마늘	다진생강	
1180	8	61.1	큰 감자		감자전분	쌈장	진간장	
1181	8	61.1	다시마 물		다시마	다시다	소고기다시다	
1182	8	61.1	채끝살		채끝등심	살구	게살	
1183	8	61.1	김치묵은지		파김치	갓김치	백김치	
1184	8	61.1	야채탈수기		깍두기	배추김치	고추기름	
1185	8	61.1	생강 가루		생강	생강즙	다진생강	
1186	8	61.1	표고가루		노가리	표고버섯	메밀가루	
1187	8	61.1	찬우유		우엉	노두유	찬물	
1188	8	61.1	멸치다시물		멸치다시팩	멸치	다시마	
1189	8	61.2	코코아		코코아파우더	코코넛	코코넛밀크	
1190	8	61.2	무 5cm					
1191	8	61.2	노랑피망		소라	토란	망고	
1192	8	61.2	사각 오뎅		사각어묵	사과	청각	
1193	8	61.2	감자 작은 거		감자	감자전분	쌈장	
1194	8	61.2	고춧가루 1/		고춧가루	고운고춧가루	굵은고춧가루	
1195	8	61.2	유정란		명란젓	유자	토란	
1196	8	61.2	참치캔 작은것		참치캔	참치	삼치	
1197	8	61.2	크렌베리		체리	오크라	크래커	
1198	8	61.2	다진 파슬리		다진파	다진마늘	다진생강	
1199	8	61.2	후추 생략가능		후추	통후추	백후추	
1200	8	61.3	참타리버섯		팽이버섯	목이버섯	송이버섯	
1201	8	61.3	오리엔탈드레싱		곤드레	오리고기	훈제오리	
1202	8	61.3	맛술소주		맛술	맛살	굴소스	
1203	8	61.3	당근소		당근	굵은소금	근대	
1204	8	61.3	완두배기		완두콩	순두부	연두부	
1205	8	61.3	갈은돼지고기		돼지고기다짐육	돼지갈비	오리고기	
1206	8	61.3	손 두부		만두	곤드레	아몬드	
1207	8	61.3	올리브유 식용유		올리브유	올리브	올리고당	
1208	8	61.3	아보카도 오일		아보카도	오이	코코넛오일	
1209	8	61.3	레몬즙 생략가능		레몬즙	레몬	레몬그라스	
1210	8	61.3	레몬껍질		레몬	레몬즙	레몬그라스	
1211	8	61.4	핫케이크 믹스		케일	케이퍼	베이컨	
1212	8	61.4	인스턴드라이이스트		슬라이스햄	라이스페이퍼	슬라이스치즈	
1213	8	61.4	설탕 생략가능		설탕	흑설탕	황설탕	
1214	8	61.4	물미역		물만두	물	미원	
1215	8	61.4	무 한토막		토마토	토마토홀	방울토마토	
1216	8	61.4	오이채		오이	오이지	백오이	
1217	8	61.4	아기치즈		아귀	파김치	헤이즐넛	
1218	8	61.4	마스카포네치즈		마스카포네	타바스코	파슬리	
1219	8	61.4	젓갈		갈치	소갈비	새우젓	
1220	8	61.4	소금 1/		소금	맛소금	꽃소금	
1221	8	61.4	김밥용햄		김	조미김	파김치	
1222	8	61.5	파 뿌리		원추리	메추리알		
1223	8	61.5	당면사리		당면	짜장면면	중면	
1224	8	61.5	캡사이신		슬라이스햄	라이스페이퍼	슬라이스치즈	
1225	8	61.5	제누와즈					
1226	8	61.5	대파 15cm		대파			
1227	8	61.5	콩나물 150g		콩나물	취나물	강낭콩	
1228	8	61.5	대파 20cm		대파			
1229	8	61.5	사과잼		사과	사과식초	사각어묵	
1230	8	61.5	건지개		건고추	오렌지	건새우	
1231	8	61.5	감자大		감자	쌈장	감자전분	
1232	8	61.5	갈비		갈치	알배추	갈매기살	
1233	8	61.6	닭한마리		닭다리	로즈마리	닭다리살	
1234	8	61.6	낫또		낫토			
1235	8	61.6	마스코바도 설탕		타바스코	마스카포네	애호박	
1236	8	61.6	로즈메리		로즈마리	체리	라즈베리	
1237	8	61.6	돼지고기 전지		돼지고기	돼지고기다짐육	수육용돼지고기	
1238	8	61.6	간장 1+		간장	진간장	국간장	
1239	8	61.6	작은감자		감자전분	쌈장	굵은고춧가루	
1240	8	61.6	무중		중면	단무지	중력분	
1241	8	61.6	흰대파		근대	토란대	달걀흰자	
1242	8	61.6	천도복숭아		옥수수	옥수수콘	옥수수가루	
1243	8	61.6	마늘 2술		마늘	마늘종	마늘가루	
1244	8	61.7	우엉조림		우엉	보리	우유	
1245	8	61.7	데친 단배추		배추김치	적양배추	방울양배추	
1246	8	61.7	잘익은 김치		크림치즈	얼갈이배추	굵은고춧가루	
1247	8	61.7	참소스		참깨	참치	소시지	
1248	8	61.7	골뱅이 국물		골뱅이	국물용멸치	냉이	
1249	8	61.7	마늘간것		마늘가루	마늘	마늘종	
1250	8	61.7	짜장분말		짜장면면	군만두	순무	
1251	8	61.7	다시용멸치		멸치다시팩	멸치육수	멸치액젓	
1252	8	61.7	콩		콩비지	콩나물	땅콩	
1253	8	61.7	소금 1+		소금	맛소금	꽃소금	
1254	8	61.7	슬라이스마늘		슬라이스햄	슬라이스치즈	라이스페이퍼	
1255	8	61.8	3배 식초		매실	식빵	매실청	
1256	8	61.8	당근중		당근	근대	망고	
1257	8	61.8	등뼈		고등어	소등심	등갈비	
1258	8	61.8	조미술		조미김	도미	맛술	
1259	7	61.8	설탕 1+		설탕	흑설탕	황설탕	
1260	7	61.8	찐단호박		늙은호박	애호박	호박씨	
1261	7	61.8	감자 대		감자	쌈장	감자전분	
1262	7	61.8	으깬통깨		통닭	통후추	통밀가루	
1263	7	61.8	가시오이		오이지	오이고추	코코넛오일	
1264	7	61.8	전자레인지용기		플레인요거트	로메인	홀그레인머스타드	
1265	7	61.8	프랑크소세지		프랑크소시지	폰즈소스	타르타르소스	
1266	7	61.9	쯔유간장		두반장	된장	춘장	
1267	7	61.9	허니 머스터드		머스타드	랍스터	홀그레인머스타드	
1268	7	61.9	알새우		새우젓	알배추	날치알	
1269	7	61.9	당근 1/3등분		당근	근대	망고	
1270	7	61.9	양파 중간 사이즈		양파	적양파	양파가루	
1271	7	61.9	설탕 1/3컵		설탕	흑설탕	황설탕	
1272	7	61.9	냉동 새우살		새우	건새우	새우젓	
1273	7	61.9	달걀프라이		달걀	달걀흰자	달걀노른자	
1274	7	61.9	통조림 참치		참치캔	크림치즈	삼치	
1275	7	61.9	꿀호떡		꿀	가래떡	떡국떡	
1276	7	61.9	아기 치즈		아귀	파김치	헤이즐넛	
1277	7	61.9	후추 선택		후추	통후추	백후추	
1278	7	61.9	후추 넉넉하게		후추	통후추	백후추	
1279	7	62.0	무가당코코아가루		코코아파우더	땅콩	코코넛	
1280	7	62.0	참기름 1~2방울		참기름	방울토마토	방울양배추	
1281	7	62.0	배추 잎		배추	알배추	양배추	
1282	7	62.0	생강채		생강	생강즙	다진생강	
1283	7	62.0	잡곡밥		족발			
1284	7	62.0	다시마국물		다시마	국물용멸치	다시다	
1285	7	62.0	따뜻한 밥		한치	한천	한라봉	
1286	7	62.0	산딸기		살구	달걀	팔각	
1287	7	62.0	식용유 2바퀴		식용유	그릭요거트	수육용돼지고기	
1288	7	62.0	스팸햄		스팸	햄버거번	스파게티면	
1289	7	62.0	양상추 2잎		상추	적상추	양송이버섯	
1290	7	62.0	다크커버춰초콜릿		브로콜리	콜리플라워	올리브	
1291	7	62.1	순두부 400g		순두부	연두부	두부	
1292	7	62.1	파슬리가루 선택		파슬리	계피가루	밀가루	
1293	7	62.1	채썬당근		근대	망고	연근	
1294	7	62.1	해산물		단무지	순무	물엿	
1295	7	62.1	전란		토란	전분	전복	
1296	7	62.1	다시마 10cm		다시마	다시다	소고기다시다	
1297	7	62.1	쇠고기 불고기용		불고기용소고기	국거리용소고기	소고기	
1298	7	62.1	닭가슴살 120g		닭가슴살	닭고기	닭다리살	
1299	7	62.1	손두부		만두	곤드레	아몬드	
1300	7	62.1	소고기불고기감		불고기용소고기	소고기	소고기다시다	
1301	7	62.1	참치캔 1개		참치캔	참치	삼치	
1302	7	62.1	견과류 생략가능		마늘	생수	쑥갓	
1303	7	62.1	쪽파대파		쪽파	대파		
1304	7	62.2	소고기안심		소고기	불고기용소고기	소고기다시다	
1305	7	62.2	감자 中		감자	쌈장	감자전분	
1306	7	62.2	훈제 닭가슴살		훈제오리	닭고기	닭다리살	
1307	7	62.2	대파쪽파		대파	쪽파		
1308	7	62.2	콩나물 1봉지		콩나물	취나물	강낭콩	
1309	7	62.2	튀김용기름		튀김가루	부침용두부	김	
1310	7	62.2	김밥용단무지		찬물	닭볶음탕용닭	찌개용두부	
1311	7	62.2	잘 익은 김치		크림치즈	얼갈이배추	굵은고춧가루	
1312	7	62.2	골뱅이 통조림 국물		골뱅이	국물용멸치	냉이	
1313	7	62.2	당근 5cm		당근	근대	망고	
1314	7	62.2	시판용 된장		간장	춘장	두반장	
1315	7	62.2	딸기가루		딸기	찹쌀가루	메밀가루	
1316	7	62.3	명란젓갈		명란젓	창난젓	맛간장	
1317	7	62.3	작은대파		근대	은행	토란대	
1318	7	62.3	판 젤라틴		모짜렐라치즈	간장	루꼴라	
1319	7	62.3	건식 찹쌀가루		찹쌀	찹쌀떡	밀가루	
1320	7	62.3	오징어중		오징어	오징어젓	오징어채	
1321	7	62.3	초콜릿칩		초콜릿	브로콜리	콜리플라워	
1322	7	62.3	생강술맛술		생강	생강즙	다진생강	
1323	7	62.3	또띠야		또띠아	데리야끼소스		
1324	7	62.3	링귀니					
1325	7	62.3	파르메산치즈가루		파마산치즈	한치	체다치즈	
1326	7	62.3	김치만두		파김치	갓김치	백김치	
1327	7	62.3	거름망		피망	망고	참기름	
1328	7	62.4	계란 후라이		라임	슬라이스햄	라이스페이퍼	
1329	7	62.4	고구마 중간 사이즈		고구마	고구마전분	고구마순	
1330	7	62.4	멸치다시마국물		멸치다시팩	국물용멸치	다시마	
1331	7	62.4	노르웨이 고등어		오이고추	소등심	올리고당	
1332	7	62.4	홀 토마토		토마토홀	대추방울토마토	토마토페이스트	
1333	7	62.4	다진 고추		다진파	다진마늘	다진생강	
1334	7	62.4	대파 파란부분		대파	전분	감자전분	
1335	7	62.4	당근 작은 것		당근	달걀노른자	굵은고춧가루	
1336	7	62.4	베트남 고추		고추장	초고추장	고추기름	
1337	7	62.4	파프리카 색깔별로		파프리카	파프리카가루	피칸	
1338	7	62.4	대파 2뼘		대파			
1339	7	62.4	굵은소금 절임용		굵은소금	소금	굵은고춧가루	
1340	7	62.4	주방솔		방어	대추방울토마토	두반장	
1341	7	62.5	스팸 작은 거		스팸	굵은고춧가루	감자	
1342	7	62.5	크로와상		상추	오크라	크래커	
1343	7	62.5	양파 대		양파	적양파	양파가루	
1344	7	62.5	크루통		오크라	통닭	크래커	
1345	7	62.5	초록 피망		쪽파	망고	다시마	
1346	7	62.5	표고버섯 생략가능		표고버섯	건표고버섯	능이버섯	
1347	7	62.5	다시마 10*10cm		다시마	다시다	소고기다시다	
1348	7	62.5	라면 스프		라면사리	파스타면	냉면사리	
1349	7	62.5	분홍 소세지		분유	전분	홍합	
1350	7	62.5	짜장소스		짜장면면	기장	장어	
1351	7	62.5	볶음 멸치		멸치육수	닭볶음탕용닭	멸치액젓	
1352	7	62.5	미니 파프리카		파프리카가루	피칸	미나리	
1353	7	62.6	유리믹싱볼		발사믹식초	알타리무	도토리묵	
1354	7	62.6	크러쉬드레드페퍼		곤드레	레드와인	페퍼론치노	
1355	7	62.6	참기름 1술		참기름	들기름	고추기름	
1356	7	62.6	파프리카 노란색		파프리카	파프리카가루	토란	
1357	7	62.6	미림 맛술		미림	맛살	맛소금	
1358	7	62.6	김 김밥용		튀김가루	김	조미김	
1359	7	62.6	다진마늘 생략가능		다진마늘	다진생강	마늘	
1360	7	62.6	치자		피자치즈	기장	체다치즈	
1361	7	62.6	마늘쫑 1묶음		마늘	마늘종	마늘가루	
1362	7	62.6	바닐라		바나나	루꼴라	살라미	
1363	7	62.6	가시 오이		오이지	오이고추	코코넛오일	
1364	7	62.6	두반장소스		두반장	간장	진간장	
1365	7	62.6	다시마간장		다시마	두반장	된장	
1366	7	62.7	양조간장진간장		양조간장	국간장	맛간장	
1367	7	62.7	사과청		사과	사과식초	청어	
1368	7	62.7	당근 중간크기		당근	빵가루	근대	
1369	7	62.7	대파 잘게 썬		대파	살구	딸기	
1370	7	62.7	잉글리쉬머핀		파슬리	칠리소스	콜리플라워	
1371	7	62.7	감자 큰 것		감자	감자전분	쌈장	
1372	7	62.7	다진 파프리카		다진파	파프리카가루	다진마늘	
1373	7	62.7	꼬막살		목살	살구	게살	
1374	7	62.7	훈제연어 슬라이스		슬라이스햄	슬라이스치즈	훈제오리	
1375	7	62.7	아몬드 파우더		아몬드	코코아파우더	베이킹파우더	
1376	7	62.7	숙주 크게		숙주	맥주	주키니	
1377	7	62.7	만능맛간장		진간장	국간장	양조간장	
1378	7	62.8	중하		홍합	중면	중력분	
1379	7	62.8	파인애플 통조림		파인애플	파인애플캔	플레인요거트	
1380	7	62.8	꼬마새송이버섯		양송이버섯	백만송이버섯	팽이버섯	
1381	7	62.8	삶은 우거지		은행	검은깨	검은콩	
1382	7	62.8	치킨무		치킨스톡	치커리	찬물	
1383	7	62.8	버터 생략가능		버터	무염버터	가염버터	
1384	7	62.8	매실효소		매실	매실청	실파	
1385	7	62.8	시판스파게티소스		스파게티면	스위트칠리소스	바게트	
1386	7	62.8	소주 2잔		소주	잔멸치		
1387	7	62.8	깔루아		알룰로스	달래	살라미	
1388	7	62.8	공심채		소등심	돼지등심	채끝등심	
1389	7	62.8	식용색소빨강		식용유	팔각	쌀가루	
1390	7	62.9	물육수		사골육수	멸치육수	물엿	
1391	7	62.9	표고버섯기둥		표고버섯	건표고버섯	팽이버섯	
1392	7	62.9	소고기 샤브용		소고기	불고기용소고기	국거리용소고기	
1393	7	62.9	허브맛소금		꽃소금	굵은소금	맛살	
1394	7	62.9	식힘틀		식초	식빵	식용유	
1395	7	62.9	김치 1밥그릇		파김치	갓김치	백김치	
1396	7	62.9	곰취					
1397	7	62.9	채썬무		찬물	단무지	건미역	
1398	7	62.9	간장 200ml		간장	진간장	국간장	
1399	7	62.9	고기만두		소고기	닭고기	양고기	
1400	7	62.9	건다시마 작은크기		다시마	다시다	검은콩	
1401	7	62.9	고구마 중		고구마	고구마전분	고구마순	
1402	7	62.9	잘익은김치		크림치즈	얼갈이배추	굵은고춧가루	
1403	7	63.0	저염간장		두반장	된장	춘장	
1404	7	63.0	다시마 가로세로 5cm		다시마	마가린	다시다	
1405	7	63.0	자른다시마		다시다	소고기다시다	멸치다시팩	
1406	7	63.0	멸치 다시마육수		멸치다시팩	멸치육수	다시마	
1407	7	63.0	닭고기살		닭고기	갈매기살	닭다리살	
1408	7	63.0	앙금		당근	망고	소금	
1409	7	63.0	다시국물		국물용멸치	다시마	다시다	
1410	7	63.0	통 삼겹살		우삼겹	오겹살	항정살	
1411	7	63.0	토마토소스 1병		토마토	토마토홀	방울토마토	
1412	7	63.0	어묵꼬치		어묵	사각어묵	청포묵	
1413	7	63.0	디종머스터드		머스타드	랍스터	홀그레인머스타드	
1414	7	63.0	꿀 기호에 맞게 가감		꿀	감자	딸기	
1415	7	63.1	인스턴트사골곰탕		치킨스톡	사골육수	홀그레인머스타드	
1416	7	63.1	들깨가루 듬뿍		들깨가루	들깨	밀가루	
1417	7	63.1	덧밀가루		쌀가루	마늘가루	찹쌀가루	
1418	7	63.1	양파 중간사이즈		양파	적양파	양파가루	
1419	7	63.1	흰앙금		당근	망고	소금	
1420	7	63.1	잘익은 배추김치		열무김치	얼갈이배추	파김치	
1421	7	63.1	튀김용 기름		튀김가루	부침용두부	김	
1422	7	63.1	갈은양파		양파가루	얼갈이배추	양지	
1423	7	63.1	백설스위트리자일로스설탕		스위트칠리소스	알룰로스	겨자잎	
1424	7	63.1	마른오징어		오징어채	오징어젓	광어	
1425	7	63.1	육수물		사골육수	멸치육수	칼국수면	
1426	7	63.1	저염 명란젓		창난젓	토란	명태	
1427	7	63.1	무뼈닭발		닭봉	닭볶음탕용닭	족발	
1428	7	63.2	고추가루 듬뿍		고춧가루	고운고춧가루	굵은고춧가루	
1429	7	63.2	알		알배추	알타리무	알룰로스	
1430	7	63.2	간장소스		간장	진간장	국간장	
1431	7	63.2	송송썬 파		양송이버섯	건포도	송이버섯	
1432	7	63.2	날콩가루		메밀가루	렌틸콩	고춧가루	
1433	7	63.2	양배추 3잎		양배추	적양배추	방울양배추	
1434	7	63.2	황태채 크게		황태채	황태	명태	
1435	7	63.2	맑은 멸치액젓		까나리액젓	잔멸치	멸치육수	
1436	7	63.2	유아식기		식초	다시마	식빵	
1437	7	63.2	자른 건미역		현미	미원	건고추	
1438	7	63.2	볶은콩가루		검은콩	굵은고춧가루	닭볶음탕용닭	
1439	7	63.2	육수 멸치		멸치육수	사골육수	칼국수면	
1440	7	63.3	생강즙 이나 가루		생강즙	생강	다진생강	
1441	7	63.3	부산어묵		민어	연어	문어	
1442	7	63.3	다시마가루		다시마	마가린	다시다	
1443	6	63.3	밥 1공기		홍고추	총각김치		
1444	6	63.3	감자 큰 거		감자	감자전분	쌈장	
1445	6	63.3	치킨 너겟		치킨스톡	치커리	참치캔	
1446	6	63.3	청양고추 다진것		청양고추	홍고추	양고기	
1447	6	63.3	필러		셀러리	칠리소스	스위트칠리소스	
1448	6	63.3	삽겹살		오겹살	삼겹살	살구	
1449	6	63.3	박력분 1컵		박력분	중력분	강력분	
1450	6	63.3	두부 한모		두부	순두부	연두부	
1451	6	63.3	참치캔 200g		참치캔	참치	삼치	
1452	6	63.3	참치 작은거		참치	참치캔	삼치	
1453	6	63.3	다진 호박		호박씨	다진파	다진마늘	
1454	6	63.4	토종닭		통닭	닭봉	닭발	
1455	6	63.4	차가운 우유		아욱	우엉	문어	
1456	6	63.4	멸치다시다육수		멸치다시팩	멸치육수	다시다	
1457	6	63.4	스테비아 설탕		또띠아	이스트	랍스터	
1458	6	63.4	들기름 참기름		들기름	고추기름	딸기	
1459	6	63.4	설탕올리고당		설탕	흑설탕	황설탕	
1460	6	63.4	샤브용 소고기		소고기다시다	소고기다짐육	닭고기	
1461	6	63.4	스크래퍼		크래커	크랜베리	오크라	
1462	6	63.4	모양틀		양파	양지	양배추	
1463	6	63.4	식용유 충분히		식용유	그릭요거트	수육용돼지고기	
1464	6	63.4	얼그레이티백		홀그레인머스타드	얼갈이배추	플레인요거트	
1465	6	63.4	청크초콜릿		브로콜리	콜리플라워	올리브	
1466	6	63.4	설탕 크게		설탕	흑설탕	황설탕	
1467	6	63.4	대파 큰것		대파	굵은고춧가루		
1468	6	63.4	양파 다진 것		양파	다진파	적양파	
1469	6	63.5	대파 생략가능		대파	마늘	생수	
1470	6	63.5	저염 명란		명란젓	토란	명태	
1471	6	63.5	무가당 코코아파우더		베이킹파우더	땅콩	코코넛	
1472	6	63.5	밀가루 강력분		밀가루	중력분	메밀가루	
1473	6	63.5	깐새우		새우젓	소안심	닭안심	
1474	6	63.5	한천분말		한천	전분	감자전분	
1475	6	63.5	알룰로스 올리고당		알룰로스	올리브	올리브유	
1476	6	63.5	식용유 1바퀴		식용유	그릭요거트	수육용돼지고기	
1477	6	63.5	명태알		명태	동태	황태	
1478	6	63.5	데치는 소금		소고기	시금치	소갈비	
1479	6	63.5	홍두깨살		부채살	살구	게살	
1480	6	63.5	스리라차 소스		스리라차	비엔나소시지	스위트칠리소스	
1481	6	63.5	또띠아 8인치		또띠아	한치	로메인	
1482	6	63.5	찜용 콩나물		취나물	강낭콩	부침용두부	
1483	6	63.6	얼그레이 찻잎		홀그레인머스타드	깻잎	얼갈이배추	
1484	6	63.6	오레오과자		오렌지	오레가노	훈제오리	
1485	6	63.6	다크초콜렛		초콜릿	브로콜리	콜리플라워	
1486	6	63.6	으깬 통깨		통닭	통후추	통밀가루	
1487	6	63.6	스테이크 소스		프랑크소시지	베이컨	베이킹소다	
1488	6	63.6	통식빵		식초	통닭	빵가루	
1489	6	63.6	휘퍼		휘핑크림			
1490	6	63.6	통밀식빵		통밀가루	메밀	식초	
1491	6	63.6	하루견과		연근	밀가루	빵가루	
1492	6	63.6	요리밀대		메밀	밀가루	오트밀	
1493	6	63.6	팽이버섯 작은		팽이버섯	송이버섯	능이버섯	
1494	6	63.6	자색 양파		양파가루	적양배추	양지	
1495	6	63.6	구운계란		고운고춧가루	토란	토란대	
1496	6	63.6	미림 or청주		미림	청어	조청	
1497	6	63.6	브라질너트		바질	도라지	가지	
