count	term
2	무 작은 5cm두께
2	굴 300g
2	후춧가루 1번
2	물엿 이나 올리고당
2	납작 썬 주키니호박
2	면삶기용물
2	밴댕이디포리
2	통 오징어
2	물엿 이나 조청
2	치킨 살
2	시판된장 수북히
2	다시마 작은것
2	슬라이스아몬드 선택
2	깐쪽파
2	토마토 퓌레
2	알배추 4잎
2	감자 중자
2	배추 묵은지
2	찹쌀도나스믹스
2	오징어 젓갈
2	쉰김치
2	볶음기름
2	간고등어
2	스모크치즈
2	작은 파프리카
2	명란젓 1덩어리
2	레몬껍질 2개분
2	가쓰오 육수
2	다진 청량고추
2	김치양념
2	메밀소면
2	생강조청
2	스탠냄비
2	멸치다시마 팩
2	깐 바지락
2	무 1.5kg
2	복숭아청
2	감자 100g
2	월계수잎 5잎
2	라즈베리잼
2	설탕 1/3~
2	느타리버섯 50g
2	불린 당면 20g
2	배 즙
2	알배기 배춧잎
2	돌산갓
2	돼지고기 다진 거
2	통도라지
2	킹크랩 맛살
2	씻은 묵은지
2	귤즙
2	적색양파
2	배추 알배기
2	생크림 A
2	생크림 B
2	닭 12호
2	양파 소자
2	낙지 큰거
2	케이엔페퍼
2	소고기 삶은 육수
2	조청올리고당
2	멸치건새우육수
2	모짜렐라치즈 슬라이스
2	백종원 만능간장
2	바닐라익스트랙 4방울
2	밥이랑
2	황석어젓갈
2	스파게티면 50원동전크기
2	알배추 3잎
2	상추 8잎
2	튀김부침가루
2	찐 계란
2	단촛물
2	중간굵은소금
2	물우유
2	백후추가루
2	참맛 느타리버섯
2	돼지고기 앞다리 살
2	양배추 1/4개
2	양파 1/2개
2	간장 1컵
2	새우젓 듬뿍
2	황태채북어채
2	허니 머스터드 소스
2	풋고추꽈리고추
2	소고기 채끝
2	청양고추 원하는
2	데코용초코펜
2	밥 넉넉하게
2	시판용 토마토 소스
2	짧게 채 썬 양파
2	식초 3~4방울
2	새싹야채
2	알 새우
2	사과 간 것
2	바닐라에센스 2-3방울
2	야채믹스
2	묵은지 씻은 것
2	적 근대
2	우동 면사리
2	마른 찹쌀가루
2	팥 앙금
2	치즈돈가스
2	다시마 작은 거
2	일반쌀
2	한방팩
2	블랙 커피
2	다시마 3*3cm
2	전복굴소스
2	낙지젓갈
2	네모 어묵
2	토마토소
2	미역 불린거
2	곰취나물
2	표고버섯육수
2	적양배추 2잎
2	대추 토마토
2	마리브리자드 피치 시럽
2	후르츠 칵테일
2	레드 식용색소
2	오뚜기밥
2	순살 가자미
2	우유 250ml
2	두절 새우
2	북어채 황태채
2	바닐라익스트랙 3~5방울
2	진미 오징어채
2	쌀뜨물 3머그컵
2	로메인 상추
2	다진 대파 흰 부분
2	쥐눈이콩
2	청양고추장아찌
2	멸치젓
2	양파1개 소
2	어묵 200g
2	미림 2스푼
2	고추장 2스푼
2	식용유 2스푼
2	레몬 제스트
2	다진 홍피망
2	아이스크림 1스쿱
2	빙수용 팥
2	전복살
2	샤브샤브육수
2	마늘 4쪽
2	가람 마살라
2	파프리카 시즈닝
2	멸치액젓 1+
2	솥
2	통깨 갈아서
2	이유
2	다시마 썰은것
2	생강가루 생략 가능
2	도토리묵 300g
2	무가당 플레인 요거트
2	박력분 or중력분
2	바지락 원하는
2	미니족
2	옥수수콘통조림
2	계피 1스틱
2	소고기육우홍두깨
2	대파 3뼘
2	어묵 1봉지
2	쌀뜻 물
2	돼지고기뒷다리
2	삼겹살 100g
2	당근자투리
2	소면 or중면
2	깔라만시원액
2	휘핑크림생크림
2	제철과일
2	물 우유컵
2	백련초 가루
2	쇠고기 사태
2	무 두께 3cm
2	포도시유
2	김치 원하는
2	허브솔트 or소금+후추
2	오리훈제고기
2	생강 엄지손가락길이
2	허니 머스터드소스
2	대추물
2	소 멸치
2	모카엑기스
2	알배춧잎
2	호떡잼믹스
2	굵은소금 데칠때
2	만능오일
2	배 큰것
2	쇠고기 불고깃감
2	프레이팅접시
2	국간장소금
2	부추 넉넉히
2	새우 큰거
2	가는 파
2	파스타냄비
2	멸치다시백 멸치
2	구운아귀채
2	생강즙생강가루
2	튀김가루부침가루
2	물 2000CC
2	다시마 4cm*4cm
2	스파게티 토마토소스
2	자투리야채 양파
2	삼치살
2	홍청양 고추 1개
2	고추장 2비율
2	단무지 잘게 썬
2	소면 500원짜리 동전크기
2	국거리 쇠고기
2	쑥갓 선택
2	대파 다짐
2	수제비 반죽
2	쇠고기 다시다
2	계란흰자만
2	쌈채소 썰어서
2	튀김반죽
2	파 1/
2	건표고버섯 슬라이스
2	미역줄기 500g
2	잣 생략가능
2	로스팜
2	유채유
2	멸치 큰거
2	두부 300그램
2	생크림휘핑크림
2	​고추장
2	도토리묵말랭이
2	연두 우리콩
2	목삼겹
2	롤라로사
2	자른 마른미역
2	통 파
2	채 썬 고추
2	마른 당면
2	귤 즙
2	참치 맛나니
2	멸치팩
2	쭈꾸미 1팩
2	통조림꽁치
2	계란중
2	나박 썬 무
2	숙주 450g
2	물 감자가 잠길
2	무 5센티
2	깨소금통깨
2	우유 잠길
2	조미김 5g
2	참치액 국간장ok
2	사리곰탕면
2	느타리버섯 1묶음
2	가지 2개
2	조개동죽
2	크림파스타소스 1/2병
2	파스타삶은물
2	검정콩서리태
2	각종 버섯
2	설당
2	돼지 삼겹살
2	실파 잘게 썬
2	간장 1비율
2	사과발효액
2	부추전
2	배추속잎
2	불린 납작당면
2	적치커리
2	처음부터육수 취향껏
2	오이 고명용
2	큰가지
2	열무김치 1접시
2	양배추 150g
2	통조림참치 150g
2	옥수수유
2	쿠킹유
2	실파 자른것
2	마른다시마 10x10센티
2	가는 고춧가루
2	물 1/2맥주컵
2	간장 12T
2	코팅 초콜릿
2	양배추 200g
2	쇠고기 국거리용
2	닭 800g
2	깻잎 여러장
2	쯔유소스
2	조청 이나 올리고당
2	치킨가루
2	쏭쏭 썬 파
2	조선간장국간장
2	락토프리우유
2	봉지 치즈
2	다시마 불린 물
2	엑스트라버진올리브오일
2	절임용 천일염
2	중하 새우
2	들기름 2바퀴
2	견과류 골고루
2	닭고기 볶음용
2	설탕 이나 매실액
2	미역불린물
2	식용유 + 들기름
2	다진호
2	오징어 큰 것
2	명란마요
2	광어 서더리
2	멸치다시마육수 팩
2	식용유 1술
2	김치 썰어서
2	무김치
2	쌀뜨 물
2	장조림 간장
2	하이라이스 분말
2	쪽마늘
2	쑥갓 1묶음
2	생강 작은것
2	생오리
2	배즙 100ml
2	메추리알 2판
2	총각김칫국물
2	양배추 소량
2	상추 or양상추
2	닭 안심살
2	한우갈비
2	손질한동태
2	일반간장
2	부추무침
2	쌀 박력분
2	야채들
2	백설자연재료부침가루
2	무 1cm
2	소금 1/4~
2	들기름 볶을때
2	설탕 2스푼
2	진간장 1스푼
2	통깨 2g
2	조정
2	양조진간장
2	사과 배
2	물 1.5머그컵
2	저민 생강
2	통양파
2	바닐라익스트랙 분말
2	연두청양초
2	돼지고기 족발
2	파인애플식초
2	생새우 냉동
2	식초 기호에맞게
2	마늘 생략가능
2	로제소스
2	식용유or올리브유
2	간장 60ml
2	김치 익은것
2	꿀 취향껏
2	스팸 작은사이즈
2	제과용 쌀가루
2	뷰코 코코넛 밀크 프리미엄
2	물 +α
2	제빵개량제
2	베이크 빈
2	다시마 국물
2	조림 감자
2	뷰코 유기농 엑스트라버진 코코넛 오일
2	이탈리안 시즈닝
2	맛 된장
2	쓰리라차소스
2	고구마 원하는
2	브로콜리대
2	마스카포네치즈크림치즈
2	양파가루 생략가능
2	마른고사리
2	꿀 이나 아가베시럽
2	우거지 or시래기
2	깻잎 원하는
2	양파효소
2	백미 밥 약 200g
2	멸치 간 것
2	개두릅
2	​소금
2	물 취향것
2	떡볶이떡 1묶음
2	오렌지 주스
2	뉴 슈가
2	메로뽈살
2	씻은 김치
2	중국 간장
2	멸치액젓 1tbsp
2	다진마늘 1/2tbsp
2	설탕 1tbsp
2	멸치액젓 8g
2	고추장 60g
2	통깨 2~3g
2	식용색소 레드
2	밥 2주걱
2	소시지 원하는
2	김 원하는
2	진간장 1/2소주잔
2	팟타이소스
2	시럽 or꿀
2	파 간장
2	대파 썰은 것
2	생강술소주
2	막국수
2	파프리카빨강노랑
2	검은콩 삶은
2	메추리알 25알
2	동태알
2	삼계탕용닭
2	곡물식빵
2	밤다이스
2	낙지 큰것
2	마늘간마늘
2	무 1/4개
2	대파잎부분
2	다이제 낱개
2	베트남 건고추
2	베이컨 긴걸로
2	묵은지신김치
2	남은소주
2	햇반 210g
2	소금 작은술
2	삶은고구마줄기
2	물 2대접
2	봄동 1묶음
2	카스테라빵
2	표고버섯우린 물
2	내열유리용기
2	쌀뜨물 1/2냄비
2	참치캔 작은크기
2	삼양라면
2	훈제 파프리카가루
2	숙성된김치
2	양파큰것
2	양지국거리
2	물 3국그릇
2	고르곤졸라 치즈
2	끓인 육수
2	고추가루 7g
2	새우젓 건더기만 10g
2	배추김치 익은것
2	마른대추
2	스팸 큰 것
2	큰 배추
2	굵은절임용 소금
2	찹쌀풀국
2	어린잎야채
2	설탕 2테이블스푼
2	당근 큰 것
2	풋사과
2	데친 미역줄기
2	스틱 육수 1포
2	돼지고기간거
2	소갈비 살
2	맛소금소금
2	도토리묵 가루
2	향신즙
2	닭강정
2	청 홍고추
2	순정 느타리버섯
2	드라이 레드 와인
2	보쌈용 고기
2	조리용나무젓가락
2	생강매실맛술
2	인덕션도마
2	건 파슬리가루
2	알룰로스 액상
2	쪽파 한 주먹
2	페페론치노청양고추
2	당근효소
2	소갈비찜용
2	누들떡볶이
2	양파액기스
2	단호박 작은거
2	전어
2	자이언트떡볶이
2	배 중간크기
2	통깨​
2	익은김치묵은지
2	마른당면
2	바닐라오일 2~3방울
2	채썬파
2	돼지고기 앞다리살전지
2	고구마 중사이즈
2	호두 반태
2	토핑용
2	열 라면
2	국멸치팩
2	옥수수전분가루
2	머쉬멜로우
2	화이트초코
2	거피 들깨가루
2	코코넛파우더
2	펩시 콜라
2	조미료 소량
2	간 사과
2	참치캔 210g
2	실파나 대파
2	김치 먹을
2	칼국수생면
2	오징어링
2	산들애요리수
2	​ 간장
2	볶음쌀국수
2	오렌지즙
2	자일로스
2	시판 유부 초밥
2	미역줄거리
2	쌈 채소
2	가지小
2	밥 따뜻한것
2	식초 1/4소주잔
2	멸치액젓 1/4소주잔
2	저염 베이컨
2	다시마 7*7cm
2	봄동 350g
2	간장 8테이블스푼
2	무 6cm
2	간장 1술
2	소고기목심
2	칼국수건면
2	물 1/3머그컵
2	간장 1큰술 1테이블스푼
2	생 치즈
2	모듬 견과류
2	풀
2	채소 믹스
2	맛살 이나 크래미
2	모닝롤
2	시판 청국장
2	마늘 다져서
2	스파게티 삶은물
2	국간장 or액젓
2	조림용 멸치
2	홍게맛장
2	모양 어묵
2	까망베르 치즈
2	고추장 1tbsp
2	고춧가루 1비율
2	바질가루 없어도무관
2	섵탕
2	고구마 3개
2	육포
2	완두
2	숫게
2	천일염소금
2	맛 김
2	진한콩국물
2	검은콩국물
2	간 키위
2	오뚜기 고소한 참기름
2	만능춘장
2	식빵믹스
2	대추씨
2	양배추 양파
2	올리고당 or설탕
2	골뱅이 육수
2	생강가루즙
2	고추장 선택
2	밥 먹을
2	고기느타리버섯
2	숏 파스타
2	돼지내장
2	가쓰오육수
2	적채양배추
2	고구마 작은 거
2	한우사골 곰탕
2	시판육수
2	볶은 해바라기씨
2	늙은오이
2	무 초록부분
2	멸치육수 400ml
2	생강가루생강즙
2	생닭 6호
2	하몽
2	다시육수 멸치
2	우엉 껍질벗긴
2	고추장 깎아서
2	사각트레이
2	다시마소금
2	멸치육수 팩
2	대패삽겹살
2	소고기 홍두깨
2	시판용 사골육수
2	월계수잎 2잎
2	열기
2	통조림파인애플
2	다시마조
2	동치미육수
2	설탕 작은
2	계란 2구
2	된장 생략가능
2	다시마 7* 7
2	호박가루
2	복분자즙
2	통조림밤
2	진미채 150g
2	마늘 1스푼
2	간장 1대접
2	식초 1대접
2	청주나 맛술
2	양장피
2	새우다시육수
2	익은 파김치
2	후리가께
2	달걀 풀어준비
2	쪽파 고명용
2	물 6컵
2	파래 자반
2	골뱅이 통조림국물
2	익은김치국물
2	미나리 원하는
2	습식 멥쌀가루
2	죽염 소금
2	건고춧잎
2	부순 얼음
2	손질한 중멸치
2	대파 채썬것
2	가이리멸치
2	액젓 멸치
2	대파 어슷썰기
2	총각김치 1대접
2	자반용 김
2	대 멸치
2	자투리채소 양파
2	묵은지 2잎
2	해물믹스 2사발
2	찹쌀풀용 물
2	동치미냉면육수
2	홍차잎
2	등심 스테이크
2	채 썬 우엉
2	꼬들단무지
2	국물내기용 멸치
2	크림스파게티소스
2	탄산수 or사이다
2	반건조 가자미
2	고등어小
2	냉이 1사발
2	묵은지 무김치
2	시금치 매운시금치볶음
2	비닐장갑
2	월계수잎 3-4잎
2	굵은소금 오이세척용 소량
2	무 생략가능
2	부라타 치즈
2	새우 살
2	그린홍합
2	대추 생략가능
2	밥 400g
2	손질된 찜용 콩나물
2	닭다리 정육
2	백설100%자연발효현미식초
2	쇠고기 불고기감
2	물 반죽용
2	카레가루 순한맛
2	풀물
2	​ 깻잎
2	애고추 or꽈리고추
2	치킨 무
2	식용유현미유
2	한우 소고기갈비 찜용
2	배즙 1포
2	비빔장
2	꽈리고추 or청양고추
2	멸치액젓 기호에 맞게 가감
2	만두 먹을
2	다진대파 생략가능
2	백련초
2	식초 선택
2	감자 중 사이즈
2	양식소스
2	대파 뿌리포함
2	썰은 흰 대파
2	칠성사이다
2	양파 중 사이즈
2	참기름 선택사항
2	고추기름 식용유 대체 가능
2	멸치 1밥그릇
2	파인소프트T
2	볶은 아마씨
2	마른꼴뚜기
2	옥수수 식빵틀 1개분
2	물 4머그컵
2	소금 배추절임용
2	물엿 20g
2	귀리밥
2	대파 초록잎
2	궁채나물
2	오이지 오이
2	바닐라 오일 5방울
2	레드비트
2	멸치액젓 2술
2	가이리 멸치
2	인스턴트 이스트
2	알래스카연어캔
2	시저드레싱
2	파인애플링
2	홍진미채
2	스틱 버터
2	무 5cm두께
2	봄동 200g
2	물 1컵=237ml
2	판 초콜릿
2	고추참치캔
2	돼지고기 부위상관없음
2	숏파스타
2	밥 2인분
2	고축가루
2	대파 60g
2	다진마늘 20g
2	다시다 5g
2	건식 맵쌀가루
2	사과 or배
2	플레인 요쿠르트
2	맛술 1테이블스푼
2	조미아귀채
2	깐 더덕
2	올리브유 2술
2	생강원액
2	우뭇가사리묵
2	샐러리 10cm
2	웨이브칼
2	멸치다시마 티백
2	소고기 설도
2	당근 50g
2	감자수제비
2	햄프시드
2	홍게
2	멸치볶음
2	홍고추 잘게 썬
2	고추장 배불러
2	범일콩 된장
2	큐브참치
2	소고기 육회
2	야끼 만두
2	삶은 머위대
2	누들 떡
2	물엿 이나 요리당
2	마른 북어
2	돗나물
2	황 물엿
2	돼지고기 전지살
2	남은 잡채
2	대파 잎쪽으로
2	박력쌀가루박력분
2	백후춧가루
2	물 5+
2	조청 올리고당
2	데칠물
2	볶음 깨
2	육수 1컵200ml
2	염장 해파리
2	통마늘 생략가능
2	보코치니치즈
2	소갈비 찜용
2	사골육수 1대접
2	붉은양파
2	양배추 3~4잎
2	삶은 꼬막살
2	무 나박하게 썬것
2	소고기완자
2	봄동 큰거
2	갈릭 올리브오일
2	볶음검정깨
2	베이크빈
2	꽃 새우
2	멸치액
2	반건조 도루묵
2	녹두전
2	다진 피망
2	설탕 딸기와 동일한 양
2	크래비
2	야채볶음
2	오징어 진미채
2	무 3센티두께
2	꿀 or올리고당
2	여리 고추
2	장조림 국물
2	시래기 삶은것
2	양파 300g
2	통조림 완두콩
2	파프리카자투리
2	양송이버섯 생략가능
2	고기양념 간장
2	멸치디포리육수
2	멸치액젓 이나 까나리액젓
2	언 두부
2	까나리액젓 멸치액젓
2	멸치다시마팩
2	다시마 손바닥만한거
2	맛송이버섯
2	찜용콩나물
2	다듬은 멸치
2	스탠세척볼
2	삶은무청시래기
2	연시
2	남은잡채
2	으깬 두부 250g
2	다용도무침장
2	월계수잎 1잎
2	다시마 작은
2	양파 큰 거
2	연잎
2	손질된 볶은 멸치
2	대파 큰거
2	전란 1개
2	홍 진미채
2	마늘파우더
2	황 치즈가루
2	물 1400ml
2	고구마무스
2	닭 아랫날개
2	소금 2/
2	연근 손질 후
2	매콤멀티소스
2	생강 작은거
2	시판용돼지갈비양념
2	무 400g
2	수수가루
2	요거트소스
2	슬라이스 당근
2	얼갈이 배추 우거지
2	닭 중닭
2	만능양념
2	먹갈치
2	노각 오이
2	올리고당 백설
2	붉은피망
2	고구마작은거
2	부지깽이나물
2	밥 2밥그릇
2	비트가루
2	김가루 원하는
2	진간장 3/4소주잔
2	양파 썬 것
2	우유 고기가 잠길
2	말린대파뿌리
2	절단 꽃게
2	올리고당 or물엿
2	에스프레소 1샷
2	회간장
2	인스턴트원두커피
2	천연조미료해물 육수
2	전분 소량
2	생율
2	소고기 꼬리
2	양파 1/4개
2	칼국수사리
2	소고기밑간 후추
2	소고기밑간 맛술
2	소고기밑간 간장
2	대파 1단
2	거피한 들깨가루
2	코다리대
2	월남쌈소스
2	짠지
2	식용유 2술
2	쇠고기 꽃등심
2	면사리
2	청국장 1덩어리
2	손질한 주꾸미
2	모자반
2	복분자주
2	표고버섯 or느타리버섯
2	미니 양배추
2	콩통조림
2	소불고기양념
2	죽순 채
2	표고버섯 채
2	물 500ml 5병
2	볶은 멸치
2	카놀라유 볶음용
2	쌀뜨물 4국그릇
2	다시팩 20g
2	쯔유 국시장국
2	식초무
2	토마토 마리네이드
2	청고추 or청양고추
2	습식빵가루
2	홍고추청양고추
2	유청
2	안달루시아산올리브유
2	그라인드 후추
2	로즈아롬
2	더안심건강란
2	버섯 기호에맞게
2	스파게티소스 1/2병
2	마늘 다짐
2	깐 새우
2	페투치니 파스타면
2	물 2밥그릇
2	비트 가루
2	참들기름
2	헛개나무
2	미역줄기 200g
2	올리브오일 이나 포도씨오일
2	김치 썰은것
2	갈비살
2	왕 각얼음
2	카놀라오일
2	마라탕소스
2	치즈그레이터
2	육회
2	토란줄기
2	청국장 시판용
2	마요참치
2	굵은 소금천일염
2	돼지갈비 양념
2	후추 고기밑간
2	파르메산 치즈
2	소주 생략가능
2	파슬리 줄기
2	대파소
2	양파 작은것1/2개
2	바나나 작은 것
2	궁채
2	쇠고기우둔살
2	배큰거
2	파인애플청
2	찜용찜기
2	보말
2	액젓 180ml
2	디포리육수
2	칼칼한 굴소스
2	감자필러
2	프레시안더The건강한베이컨스테이크
2	시판 스파게티소스
2	사골 국물
2	국간장 조절
2	토마토슬라이스
2	피자반죽
2	요리의 한수
2	송송 파
2	통조림콘
2	허브 가루
2	커스타드크림
2	생강청 1/2술
2	채유
2	썰은 청양고추
2	올리브 잎
2	썰어놓은 무
1	통밀베이글
1	채수감동
1	알롤로스설탕
1	양배추 1/4통
1	소면 300g
1	자른 미역 불리기 전 기준
1	들기름 볶음용
1	튀김가루 넉넉하게
1	모밀
1	콩국
1	김치찜
1	양파 사실 야채는 취향껏! 깻잎도 좋아요 !
1	녹두 갈은것
1	사각어묵 4~5장
1	단무지 1팩
1	설탕 밥 숟가락계량
1	고춧가루 밥 숟가락계량
1	참기름 밥 숟가락계량
1	쫄면 400g
1	코인육수 멸치
1	스리라차소스 선택재료
1	느타리버섯 손질 후
1	마른더덕
1	진짬뽕 라면
1	케첩 1+
1	맛술 1+
1	알룰로스 올리고당 대체 가능
1	햇반 1개
1	대파 송송 썬
1	혼쮸유
1	요리젓가라
1	고추장 깍아서
1	만두 교자만
1	닭봉 500그램
1	불린 당면 150g
1	백도딱복숭아
1	설탕 복숭아의 절
1	파 다진 파
1	순두부 또띠아
1	미니호박
1	알로로스
1	블랙페이퍼흑후추
1	각종자투리 야채
1	실리콘요리스푼
1	떡볶이떡 5개씩 꼬치 6개 분량
1	나무 꼬치
1	​ 케첩
1	초콜렛 다크 추천
1	카놀라유 올리브유 빼고
1	밀가루 아무거나
1	파프리카 노란 빨강
1	견과류 아몬드or땅콩
1	생략 가능
1	새우 중
1	파스타면 500원 동전 크기
1	고체카레
1	냉동 왕새우
1	청양고추나꽈리고추
1	생강가루 1번
1	정사각도시락
1	두부 약200g
1	냄비뚜껑
1	연유 단맛을 좋아하시면 10g 정도 추가 가능
1	바닐라 익스트랙 선택 2~3방울
1	꽈리고추 작은거
1	말린 크린베리
1	시금치 손질 후
1	홍고추 고명용
1	참치캔 기본사이즈
1	가래떡 영상에선 한뼘 두개 사용 1그릇
1	양상추 샐러드채소
1	맛간장 OR진간장
1	설탕 적은
1	청양고추 매콤하게 먹고싶으면
1	햄 3-4슬라이스
1	피자치즈 큰
1	옥수수콘 큰
1	다진마늘 보다적게
1	참기름 보다적게
1	스팸 2슬라이스
1	튀김가루 종이컵 한컵
1	미역 1인분
1	쿠킹팬
1	고추장 기호에 따라 가감
1	킹크랩
1	몽쉘카카오맛
1	델큐브 참치
1	참치 1캔 100g
1	통조림햄 참치.돼지고기.등도 가능
1	비엔나소시지 110g
1	깐 메추리알 270g
1	피자치즈 양껏
1	된장 15g
1	식초 5g
1	들기름 7g
1	매실청 6g
1	파프리카 빨강이
1	파프리카 노랑이
1	마요네즈 2바퀴
1	비엔나소시지 200~250g
1	​ 진간장
1	​ 파프리카
1	닭고기 1그릇
1	녹말 감자전분
1	칵테일새우 중간크기
1	스톡 이나 굴소스
1	진간장 180~200ml
1	설탕 6.5큰술
1	맛술 3.5큰술
1	브로콜리 자른것
1	샤브용 소고기 목살
1	얼갈이 손질전 무게
1	고운소금 소금은 기호에 맞게 조절
1	애호박 다진 것
1	통밀쿠기믹스
1	어린 새싹
1	양파 볶은 다진 양파
1	감자 삶은 감자
1	설탕 취향에 따라 가감
1	대파 흰대 다진 것
1	통닭다리
1	구운베이컨 잘게 썬
1	미니 돈까스
1	두툼한 돼지고기
1	장식용 설탕
1	찰보리 고추장
1	닭가슴살 통조림 중간크기
1	핸드도마
1	팩 순대 500g
1	버터 3.5T
1	아몬드가루 3T
1	시금치 원하는
1	파로밥 파로 30%
1	볶음 고추장
1	​다진 대파
1	데쳐서 물기짠 봄동
1	제주 무
1	소금 무채절일때
1	소금 입맛대로
1	삼겹살 250g
1	그리들팬
1	채 썬 표고버섯
1	쥐똥고추 or청양고추 기호에맞게
1	푸실리 파스타
1	삼각김밥김
1	데리야끼쏘스
1	콘시리얼
1	닭봉 한가지만 사용해도 됨
1	마늘 취향껏 가감
1	간장 진간장 양조간장
1	고춧가루 2/
1	올리고당 설탕대체가능
1	나무뒤집개
1	파스타면 100g사용
1	팔도비빔면
1	통깨 으깬것
1	유부 2~3인용
1	참치 작은것 100g
1	고추장 평평하게 깎아서 계량
1	늘려먹는치즈
1	황설탕 1/2컵
1	박력분 2컵
1	기름 볶을 때
1	새우 1파운드
1	브로콜리 1송이
1	채썬 햄 1/
1	진간장 1-
1	휴대용가스렌지
1	요리용집게
1	굵게 다진 호두
1	로메인 양배추
1	애호박 1대접
1	모짜렐라 치즈 마음껏
1	신김치 씻어 물기 제거 후
1	모짜렐라슬라이스치즈
1	시원한 생수
1	홍고추 12g
1	스팸마일드
1	바질 파슬리 약간으로 대체가능 5잎
1	무 보통사이즈
1	대파 냉장고 속 채소
1	바앤나소세지 원하는
1	꾸밈재료 원하는
1	통마늘 1줌
1	전분가루 1숟가락
1	식용유 2숟가락
1	간장 2숟가락
1	설탕 1숟가락
1	올리고당 1숟가락
1	다진마늘 6g
1	굴소스 1숟가락
1	물 50g
1	치킨 육수
1	고구마 작은크기
1	파스타면 1인분에 100g
1	붉은 양파
1	참치 180g
1	청경채소
1	매운고추 선택재료
1	표고버섯 슬라이스한것
1	쯔유일본간장
1	마일드 참치
1	물 재료 잠길
1	물 약 종이컵4/5컵
1	크림치즈 라이트도 가능
1	아몬드슬라이스 선택
1	후춧가루 5번
1	멸치다마육수
1	현미떡볶이
1	삶은계란 선택가능
1	리챔 작은것
1	소고기 술라이스 불고깃감
1	양배추 넓은 것
1	후춧가루와
1	얇게 썬 소고기
1	소금 6번
1	후추 6번
1	사골곰탕 시판용
1	깨소금 볶은통깨간것
1	자숙새우칵테일새우
1	오레오 과자 50g
1	당근라페 3젓가락
1	송향버섯 슬라이스
1	채썬 표고
1	깻잎 약 20장 2묶음
1	참치쌈장
1	소고기다짐육 + 돼지고기다짐육
1	물 참치캔 기준
1	모짜렐라 치즈 1/2그릇
1	스위트콘 1/2그릇
1	매실액기스 올리고당 대체가능
1	굴소스 취향껏
1	버섯 한입 크기로 썰어서
1	래디쉬 옵션
1	통조림 햄 제일 작은거
1	밧드트레이
1	버터 전자레인지에 녹여
1	돈까스 소스 or케찹
1	들기름 넉넉하게
1	네모참치
1	햄 스팸 1작은캔
1	두부 맘껏
1	칼라 방울토마토
1	데칠때 생강술 맛술
1	콩밥
1	배추 큰것
1	토르티야 지름20cm
1	삶은 고구마 250g
1	우유 70ml
1	밥 180g
1	물엿 올리고당 3T
1	비엔나소시지 통통한 거
1	시금치 잎 부분
1	으깬 감자
1	또띠아소
1	다진 쪽파 생략가능
1	가지 약 24cm
1	표고버섯 손질후 220g
1	소금 1/5~
1	밥 듬뿍 2주걱
1	베이컨 6개
1	팽이버섯작은거
1	설탕 +20g
1	우유 2+
1	다진 청양초
1	참치 큰캔 250g
1	소면 120g
1	어묵탕스프
1	시판네모유부
1	조리용칼
1	부추 or깻잎
1	대파 넉넉하게
1	핫소스타바스코소스
1	열무김치 묵은지도가능
1	땅콩 가루
1	멸치 국물다시용
1	봄동 중간사이즈
1	다진생강 없어도됨
1	토마토 대
1	꼬꼬빌 닭가슴살
1	슈가파우터 없으면패스
1	찐 고구마 손질 후 330g
1	찹쌀가루 농도 봐가며 가감
1	우유 농도를 봐가며 가감
1	스파게티 라면
1	스파게티라면소스
1	큰 비엔나 소시지
1	굴소스 간장으로대체가능
1	오이 큰사이즈
1	꽃소금 절일때
1	들깨가루 탕용
1	고운들깨가루 껍질제거한
1	물 1000ml~이상
1	베이비웍
1	크림닭가슴살
1	썬 배추김치
1	양조간장 조림 2T+2T
1	소금 삶을 때
1	김가루 1인 선택 1젓가락
1	오징어 자른것
1	참드림쌀 밥
1	시금치포항초
1	한우 소고기 살치살
1	물 종이컵 한컵반
1	중감자
1	닭가슴살 닭다리살
1	파프리카 2가지
1	양상추소
1	크래미 맛살은 2개
1	오이 절일 소금
1	쟌슨빌소시지
1	슈하스코소시지
1	대파 흰부분 10~15cm
1	대파 초록부분 5cm 고명용
1	버터 틀에바를용도
1	삼겹살 두줄 반
1	항정살 10덩어리
1	쿠앤크아이스크림
1	간장 자판기종이컵 반컵 90ml
1	생카테일새우 or자숙새우 10미
1	오징어 두마리
1	양송이버섯 crimini mushrooms 2 8oz
1	대패돼지고기
1	실리콘매트
1	통조림 닭가슴살
1	뒤집기
1	고구마 주먹만 한 거
1	양파 썰은 거
1	파프리카 썰은 거
1	베이컨 썰은 거
1	물 1.2L+500ml
1	김치 다진것
1	시래기 껍질 깐
1	불린 쌀떡
1	즉석밥 1공기
1	냉동만두 종류상관없음
1	피망 색깔상관없이
1	통통소세지
1	팽이버섯 300g
1	청정원오리엔탈드레싱
1	물 2l
1	후춧가루 기호에 맞게
1	다대기 액젓2T 간장1T 고춧가루2T 다진마늘
1	다크초콜릿 생략
1	옥수수 통조림 200g
1	마른 바질가루
1	보쌈용돼지고기
1	소금 약 2g
1	건새우 1접시
1	마요네즈 선택사항
1	고추장메주가루
1	체다 + 모짜렐라치즈
1	고구마 450g
1	새송이버섯 200~250g
1	밥 4주걱
1	육우 샤브용
1	캔참치 작은것
1	양배추 2밥그릇
1	허브솔트 후추+소금
1	후리가케 김+깨
1	들기름깻잎페스토
1	빵도마
1	후춧가루 탈탈탈 3번
1	식용유 소주잔
